18.09 open;18.09 max;18.09 min;18.09 close;18.10 open;18.10 max;18.10 min;18.10 close;20.11 open;20.11 max;20.11 min;20.11 close;18.12 open;18.12 max;18.12 min;18.12 close
109980;110010;109980;109990;114120;114120;114070;114070;112720;112770;112660;112750;109870;109880;109840;109840
109990;110030;109990;110020;114090;114150;114080;114140;112730;112740;112710;112740;109850;109870;109840;109850
110010;110010;109970;109970;114140;114180;114130;114160;112730;112800;112720;112770;109840;109840;109800;109810
109970;109990;109970;109990;114170;114190;114150;114170;112760;112780;112690;112700;109820;109900;109820;109900
110000;110020;109990;110020;114170;114170;114090;114130;112710;112750;112700;112710;109900;109930;109880;109890
110030;110060;110020;110060;114120;114170;114120;114150;112720;112720;112600;112620;109900;109990;109890;109940
110060;110100;110060;110090;114140;114140;114090;114140;112610;112680;112610;112660;109930;110010;109930;110010
110080;110090;110010;110010;114130;114150;114120;114150;112660;112700;112630;112700;110010;110150;110010;110090
109990;110000;109900;109910;114140;114170;114130;114170;112700;112710;112660;112690;110100;110150;110010;110050
109940;109960;109930;109960;114170;114170;114150;114150;112680;112690;112570;112580;110060;110090;110030;110060
109970;109980;109960;109970;114150;114180;114130;114140;112580;112600;112400;112400;110070;110080;110010;110020
109980;110040;109940;110040;114130;114250;114120;114220;112400;112440;112370;112410;110030;110060;110010;110040
110030;110070;109980;110000;114210;114260;114130;114170;112410;112470;112350;112470;110060;110070;109990;110000
110000;110020;109970;110020;114160;114180;114080;114140;112460;112480;112380;112390;109990;109990;109920;109940
110010;110050;110010;110050;114150;114170;114110;114120;112390;112430;112360;112410;109940;109940;109880;109880
110060;110100;110040;110070;114120;114130;114050;114080;112410;112460;112400;112460;109880;109890;109830;109840
110070;110110;110060;110080;114080;114100;114040;114060;112460;112460;112370;112410;109840;109840;109680;109700
110070;110130;110060;110060;114050;114060;113900;113970;112400;112400;112360;112390;109710;109800;109700;109760
110100;110110;110070;110090;113960;114100;113950;114040;112370;112400;112370;112390;109780;109780;109730;109780
110090;110120;110060;110060;114040;114090;114020;114040;112380;112400;112300;112310;109780;109780;109730;109750
110070;110070;109980;110010;114050;114190;114010;114160;112320;112400;112300;112310;109750;109760;109700;109710
110020;110160;110020;110120;114150;114270;114150;114260;112320;112320;112200;112230;109700;109740;109670;109740
110150;110180;110110;110150;114270;114270;114160;114210;112220;112240;112040;112060;109730;109750;109680;109690
110150;110190;110150;110180;114190;114290;114170;114270;112070;112080;111970;112020;109690;109690;109630;109650
110200;110240;110120;110140;114270;114280;114220;114240;112030;112040;111990;112010;109650;109650;109580;109590
110160;110210;110150;110200;114230;114320;114210;114310;112020;112050;111990;112010;109600;109610;109550;109570
110200;110280;110200;110200;114300;114330;114250;114260;112030;112050;111980;111990;109570;109640;109560;109590
110200;110250;110180;110220;114250;114310;114230;114240;111990;111990;111860;111920;109580;109660;109550;109660
110210;110220;110190;110190;114260;114360;114240;114360;111910;111970;111900;111940;109660;109740;109650;109710
110190;110230;110190;110190;114360;114360;114270;114280;111920;111960;111880;111900;109690;109750;109690;109740
110190;110270;110190;110240;114290;114490;114290;114490;111910;111910;111850;111900;109750;109760;109680;109700
110260;110270;110230;110260;114480;114490;114440;114470;111900;111950;111890;111950;109710;109850;109710;109830
110260;110280;110210;110210;114480;114530;114380;114390;111940;111940;111850;111890;109820;109850;109700;109740
110220;110300;110220;110220;114400;114480;114390;114410;111900;111950;111880;111910;109740;109750;109690;109720
110230;110270;110210;110270;114410;114420;114270;114330;111900;111940;111890;111930;109720;109730;109700;109730
110280;110280;110260;110260;114330;114380;114280;114290;111940;111960;111910;111930;109720;109830;109710;109830
110260;110270;110240;110250;114290;114290;114210;114210;111920;111930;111900;111930;109830;109840;109800;109820
110250;110320;110240;110300;114210;114220;114140;114190;111930;112010;111910;112000;109820;109840;109790;109790
110300;110320;110250;110310;114210;114220;114110;114120;112000;112000;111920;111930;109780;109830;109760;109800
110320;110350;110320;110330;114120;114200;114080;114090;111930;111940;111880;111900;109800;109860;109790;109820
110320;110320;110280;110290;114080;114130;114020;114080;111890;111900;111820;111850;109810;109850;109800;109850
110290;110300;110250;110280;114070;114160;114050;114150;111830;111850;111710;111710;109850;109860;109790;109800
110290;110290;110220;110240;114140;114150;114050;114060;111710;111770;111680;111720;109810;109830;109780;109820
110240;110240;110190;110190;114070;114160;114070;114100;111720;111800;111700;111790;109820;109900;109810;109860
110190;110230;110140;110200;114100;114150;114040;114150;111790;111830;111750;111820;109860;109910;109860;109880
110200;110220;110150;110170;114150;114220;114140;114190;111820;111820;111760;111780;109880;109900;109750;109750
110170;110170;110150;110170;114170;114210;114120;114190;111770;111780;111740;111760;109760;109780;109710;109710
110180;110200;110160;110200;114170;114200;114150;114180;111750;111750;111640;111660;109700;109750;109680;109730
110180;110200;110160;110190;114190;114260;114150;114260;111660;111660;111530;111580;109720;109850;109700;109810
110180;110180;110140;110150;114270;114280;114030;114070;111570;111640;111570;111640;109800;109810;109790;109800
110150;110150;110100;110110;114080;114160;114070;114160;111630;111640;111600;111620;109780;109810;109780;109780
110100;110120;110090;110100;114160;114160;114030;114060;111630;111670;111620;111670;109770;109870;109770;109870
110100;110100;110050;110070;114040;114080;114000;114070;111670;111710;111640;111650;109860;109890;109840;109870
110070;110080;110060;110080;114070;114130;114050;114100;111650;111670;111600;111610;109870;109970;109870;109960
110080;110110;110080;110110;114100;114100;113990;114030;111610;111620;111570;111590;109950;110030;109940;109980
110160;110190;110150;110180;114040;114060;114000;114000;111580;111650;111550;111620;109980;110090;109970;110070
110190;110200;110160;110180;114000;114100;113980;114090;111640;111640;111550;111560;110080;110120;110040;110060
110200;110270;110200;110230;114080;114110;114030;114070;111560;111710;111540;111700;110070;110090;110040;110060
110270;110280;110240;110260;114060;114150;114060;114120;111690;111770;111660;111760;110060;110100;110020;110030
110260;110270;110220;110230;114120;114190;114120;114180;111770;111810;111730;111800;110030;110040;109960;110000
110230;110240;110230;110240;114190;114270;114190;114240;111810;111810;111750;111760;110000;110040;110000;110020
110250;110300;110240;110280;114220;114230;114180;114230;111760;111780;111720;111730;110020;110040;109980;109980
110290;110300;110280;110300;114210;114320;114200;114300;111720;111720;111520;111530;109980;110100;109980;110050
110310;110360;110310;110340;114300;114320;114280;114290;111530;111630;111530;111620;110070;110100;110010;110010
110360;110370;110310;110330;114290;114300;114220;114250;111610;111640;111570;111640;110010;110030;109920;109930
110320;110350;110310;110310;114250;114350;114220;114340;111650;111680;111620;111680;109930;109940;109830;109830
110320;110330;110300;110310;114350;114360;114260;114270;111670;111700;111630;111670;109840;109910;109830;109870
110320;110340;110300;110340;114280;114340;114280;114300;111670;111750;111660;111740;109860;109870;109820;109860
110340;110350;110320;110330;114310;114310;114240;114280;111740;111770;111720;111770;109860;109910;109840;109860
110320;110320;110290;110290;114270;114290;114270;114270;111770;111780;111720;111740;109870;109940;109870;109900
110290;110310;110290;110290;114270;114330;114260;114310;111730;111730;111650;111650;109890;109900;109830;109870
110300;110360;110290;110330;114310;114360;114300;114330;111650;111730;111620;111700;109870;109920;109840;109850
110350;110360;110350;110350;114320;114400;114320;114340;111710;111720;111610;111640;109860;109890;109810;109830
110350;110370;110310;110320;114350;114470;114340;114450;111640;111790;111620;111750;109830;109920;109830;109890
110330;110330;110310;110330;114440;114460;114390;114420;111750;111790;111710;111760;109900;109930;109780;109830
110330;110330;110250;110290;114410;114480;114410;114420;111770;111780;111690;111740;109840;109910;109840;109890
110300;110300;110260;110290;114430;114490;114400;114440;111750;111860;111740;111810;109890;109930;109760;109840
110300;110310;110300;110300;114450;114540;114450;114480;111810;111810;111670;111700;109850;109910;109760;109780
110310;110320;110300;110310;114470;114520;114420;114420;111690;111790;111690;111730;109780;109890;109780;109860
110300;110300;110270;110280;114420;114510;114420;114460;111730;111760;111570;111630;109870;109910;109870;109900
110280;110290;110260;110260;114470;114500;114450;114470;111630;111760;111570;111750;109890;109890;109780;109790
110270;110310;110260;110300;114460;114490;114450;114480;111760;111830;111720;111810;109790;109900;109780;109880
110310;110340;110300;110340;114480;114530;114470;114490;111800;111830;111760;111800;109890;109910;109870;109910
110340;110340;110290;110300;114490;114520;114380;114390;111800;111850;111780;111800;109900;109920;109840;109840
110300;110330;110280;110330;114420;114440;114360;114400;111820;111850;111790;111790;109850;109930;109850;109920
110330;110370;110320;110360;114420;114460;114390;114400;111790;111810;111720;111780;109920;109950;109870;109940
110370;110380;110340;110340;114390;114440;114390;114390;111770;111850;111760;111840;109950;109960;109890;109910
110350;110400;110350;110390;114410;114490;114410;114490;111850;111850;111690;111760;109920;110020;109920;109970
110390;110420;110370;110390;114490;114580;114460;114470;111760;111810;111750;111790;109970;110170;109960;110160
110400;110400;110360;110370;114470;114480;114410;114430;111790;111810;111690;111690;110150;110250;110140;110220
110370;110370;110340;110360;114430;114460;114400;114410;111710;111720;111630;111670;110220;110230;110140;110150
110360;110370;110330;110340;114410;114450;114370;114390;111670;111710;111650;111700;110160;110180;110130;110160
110360;110370;110320;110360;114390;114430;114380;114420;111710;111710;111620;111630;110150;110170;110090;110100
110360;110360;110330;110330;114420;114450;114380;114380;111640;111680;111550;111570;110090;110150;110070;110130
110330;110330;110310;110330;114380;114390;114320;114330;111570;111570;111430;111460;110130;110180;110120;110130
110330;110370;110290;110290;114330;114380;114320;114360;111460;111470;111370;111440;110110;110140;110080;110130
110280;110310;110260;110300;114360;114440;114340;114430;111440;111440;111330;111340;110140;110310;110120;110280
110300;110350;110290;110350;114430;114520;114430;114510;111350;111350;111150;111170;110280;110350;110280;110310
110340;110350;110330;110340;114510;114610;114510;114590;111160;111160;111020;111030;110290;110310;110250;110280
110350;110360;110330;110340;114590;114610;114540;114590;111030;111130;111030;111130;110290;110300;110200;110200
110350;110370;110340;110360;114600;114630;114570;114590;111130;111200;111100;111190;110210;110290;110200;110280
110360;110440;110360;110440;114600;114620;114570;114570;111190;111210;111080;111150;110280;110330;110240;110240
110430;110490;110430;110440;114580;114630;114560;114560;111160;111170;111090;111130;110250;110360;110240;110250
110440;110460;110430;110450;114570;114590;114490;114490;111130;111220;111070;111220;110250;110290;110160;110180
110440;110470;110400;110410;114480;114490;114410;114440;111210;111220;111090;111210;110190;110200;110120;110140
110410;110420;110380;110380;114440;114450;114350;114350;111200;111220;111100;111160;110160;110160;110100;110110
110380;110400;110360;110360;114350;114400;114320;114350;111160;111170;110930;110970;110110;110200;110100;110120
110370;110370;110340;110370;114340;114410;114320;114390;110980;111010;110900;110950;110120;110140;110060;110130
110370;110370;110340;110340;114400;114420;114350;114410;110970;110990;110840;110880;110140;110210;110140;110170
110330;110360;110300;110310;114420;114440;114330;114340;110880;110900;110730;110740;110170;110330;110170;110300
110310;110330;110300;110320;114340;114360;114280;114320;110740;110750;110580;110700;110300;110310;110210;110220
110330;110330;110250;110260;114320;114340;114300;114330;110700;110750;110590;110600;110220;110240;110170;110190
110250;110280;110250;110270;114330;114380;114320;114360;110610;110710;110580;110610;110190;110220;110160;110170
110280;110330;110270;110320;114350;114370;114260;114270;110610;110670;110510;110610;110160;110200;110100;110100
110320;110340;110310;110330;114270;114380;114260;114350;110610;110640;110390;110440;110110;110140;110060;110110
110340;110360;110320;110350;114350;114360;114320;114330;110440;110600;110440;110600;110120;110160;110100;110140
110350;110370;110350;110360;114320;114330;114270;114300;110590;110600;110310;110330;110150;110190;110120;110170
110370;110460;110370;110440;114310;114360;114270;114340;110320;110550;110270;110530;110170;110250;110170;110210
110440;110460;110440;110450;114330;114330;114260;114280;110530;110550;110430;110540;110220;110300;110210;110210
110450;110490;110450;110460;114290;114290;114250;114260;110530;110670;110520;110660;110200;110220;110130;110140
110450;110480;110450;110480;114270;114330;114270;114300;110660;110720;110620;110660;110140;110140;110050;110090
110490;110510;110480;110510;114300;114320;114270;114320;110650;110710;110570;110700;110090;110160;110080;110160
110500;110520;110500;110520;114320;114350;114240;114260;110690;110740;110630;110700;110160;110180;110090;110130
110510;110510;110480;110480;114270;114270;114210;114250;110710;110760;110680;110700;110130;110130;110090;110090
110480;110490;110440;110490;114240;114260;114220;114250;110690;110720;110600;110670;110090;110200;110090;110170
110460;110460;110450;110450;114240;114240;114190;114230;110670;110760;110630;110750;110180;110200;110150;110200
110450;110480;110450;110480;114200;114240;114190;114230;110740;110770;110700;110750;110200;110240;110150;110230
110480;110490;110460;110490;114230;114280;114220;114270;110740;110790;110670;110750;110220;110240;110190;110200
110490;110490;110440;110450;114280;114410;114270;114340;110750;110880;110730;110860;110210;110220;110170;110210
110460;110500;110460;110500;114340;114360;114230;114230;110850;110860;110800;110800;110210;110260;110210;110230
110500;110500;110460;110490;114230;114290;114220;114220;110800;110890;110780;110820;110240;110310;110210;110300
110490;110490;110460;110480;114220;114220;114120;114160;110820;110820;110750;110800;110300;110380;110290;110320
110480;110500;110430;110430;114160;114160;114050;114060;110800;110830;110700;110830;110320;110360;110310;110340
110440;110440;110350;110390;114050;114060;113950;113990;110830;110960;110820;110930;110330;110420;110320;110390
110400;110400;110320;110370;113990;113990;113810;113830;110930;111060;110930;111010;110390;110440;110390;110400
110330;110470;110320;110390;113830;113880;113810;113840;110990;111050;110940;111000;110400;110510;110390;110510
110410;110440;110400;110430;113840;113860;113800;113810;110990;111010;110950;110950;110510;110540;110490;110530
110420;110480;110390;110480;113810;113810;113720;113790;110970;111060;110950;111000;110510;110540;110450;110480
110470;110500;110440;110490;113780;113820;113720;113730;111000;111080;110960;110980;110490;110510;110430;110430
110490;110520;110410;110410;113720;113740;113660;113710;110970;111120;110960;111090;110430;110470;110410;110410
110430;110430;110390;110390;113700;113750;113600;113630;111090;111230;111090;111190;110420;110440;110340;110360
110410;110460;110410;110410;113640;113750;113610;113730;111210;111270;111150;111230;110360;110370;110300;110310
110410;110420;110380;110420;113730;113800;113720;113760;111230;111270;111150;111180;110310;110390;110270;110360
110410;110430;110400;110420;113760;113800;113680;113770;111200;111320;111170;111320;110360;110380;110220;110240
110400;110440;110400;110430;113770;113880;113770;113840;111320;111420;111290;111390;110250;110260;110180;110200
110430;110490;110400;110420;113830;113910;113810;113900;111400;111430;111300;111340;110200;110220;110180;110200
110430;110440;110300;110420;113890;113900;113760;113780;111320;111400;111310;111370;110220;110250;110120;110230
110510;110600;110500;110570;113710;113930;113600;113870;111410;111570;111410;111460;110040;110060;108920;109770
110560;110610;110560;110590;113860;113960;113820;113950;111470;111490;111330;111360;109780;109820;109210;109690
110600;110600;110530;110540;113950;113970;113920;113950;111360;111380;111280;111340;109700;109800;109670;109800
110500;110500;110470;110480;113950;113970;113860;113890;111320;111320;111250;111270;109810;109860;109730;109730
110470;110470;110430;110440;113880;113890;113810;113820;111260;111290;111230;111240;109720;109830;109720;109800
110440;110460;110440;110460;113820;113890;113800;113890;111250;111310;111240;111300;109800;109830;109750;109800
110460;110460;110430;110430;113880;113880;113820;113860;111290;111450;111280;111430;109790;109830;109770;109780
110460;110460;110400;110430;113850;113860;113820;113860;111450;111560;111430;111500;109770;109820;109700;109800
110420;110440;110380;110380;113870;113870;113800;113860;111510;111620;111450;111620;109810;109890;109760;109820
110380;110410;110350;110360;113840;113870;113720;113770;111620;111680;111550;111630;109830;109860;109790;109840
110360;110360;110350;110350;113750;113770;113640;113680;111640;111690;111600;111680;109830;109840;109770;109790
110360;110430;110350;110400;113680;113710;113620;113690;111680;111780;111660;111700;109780;109850;109770;109850
110430;110450;110390;110390;113690;113750;113670;113720;111700;111740;111610;111630;109850;109860;109790;109800
110440;110450;110420;110420;113710;113760;113700;113750;111620;111640;111550;111570;109810;109850;109810;109810
110380;110380;110380;110380;113740;113820;113740;113790;111570;111600;111490;111490;109800;109840;109800;109840
110440;110460;110390;110390;113800;113820;113740;113810;111490;111500;111340;111340;109830;109850;109750;109750
110440;110460;110420;110420;113810;113920;113810;113890;111360;111360;111280;111340;109750;109750;109680;109690
110420;110420;110410;110410;113880;113950;113870;113930;111330;111340;111270;111290;109700;109720;109650;109670
110400;110400;110380;110380;113950;113950;113900;113940;111290;111310;111250;111280;109660;109710;109650;109660
110360;110380;110350;110380;113950;113990;113920;113930;111270;111270;111150;111170;109680;109720;109650;109700
110380;110390;110380;110390;113930;113960;113910;113930;111170;111250;111130;111230;109700;109710;109640;109660
110370;110420;110370;110420;113940;113980;113920;113980;111230;111290;111220;111270;109660;109660;109600;109600
110380;110380;110340;110340;113960;114000;113900;113970;111250;111300;111220;111300;109600;109630;109570;109580
110320;110350;110320;110350;113990;114050;113980;114000;111290;111340;111260;111310;109580;109580;109470;109530
110350;110460;110320;110350;114010;114010;113910;113910;111310;111330;111210;111220;109530;109550;109440;109460
110310;110310;110300;110310;113910;113930;113770;113810;111210;111240;111150;111150;109450;109460;109290;109460
110340;110340;110340;110340;113810;113870;113800;113830;111140;111180;111030;111040;109450;109530;109410;109460
110310;110310;110300;110300;113830;113930;113820;113930;111040;111090;110850;110900;109450;109470;109360;109420
110300;110300;110270;110270;113940;114010;113930;113980;110900;111020;110860;111020;109420;109490;109400;109440
110280;110280;110270;110280;113970;114010;113950;113950;111010;111070;110960;110970;109440;109450;109380;109450
110280;110280;110260;110260;113950;113950;113860;113880;110970;111040;110930;111010;109450;109510;109410;109510
110280;110280;110260;110280;113870;113950;113850;113940;111010;111030;110970;111000;109490;109510;109410;109440
110290;110310;110290;110310;113930;113940;113920;113930;110990;111020;110950;110950;109430;109500;109430;109480
110310;110310;110290;110290;113940;113990;113930;113970;110960;110970;110900;110930;109490;109550;109480;109540
110280;110340;110280;110310;113990;114040;113960;113990;110920;111000;110830;110860;109540;109550;109480;109520
110320;110330;110300;110330;113990;114080;113990;114070;110860;110950;110840;110910;109530;109550;109470;109500
110290;110300;110290;110300;114070;114090;114030;114050;110920;111080;110910;111060;109490;109540;109470;109500
110320;110320;110300;110300;114040;114060;113990;113990;111070;111120;111030;111070;109520;109550;109500;109550
110340;110340;110330;110340;113990;113990;113960;113960;111070;111150;111050;111100;109540;109550;109530;109550
110330;110350;110330;110350;113970;114000;113950;113990;111100;111190;111090;111180;109540;109550;109520;109530
110330;110330;110330;110330;114000;114020;113960;113970;111180;111190;111150;111180;109540;109550;109480;109480
110330;110330;110330;110330;113970;114020;113970;114010;111200;111210;111160;111200;109480;109540;109450;109520
110300;110320;110300;110320;114010;114010;113910;113930;111190;111280;111160;111270;109510;109550;109510;109510
110280;110280;110280;110280;113930;113960;113880;113900;111270;111300;111250;111280;109500;109510;109470;109480
110330;110330;110280;110280;113910;113930;113880;113900;111280;111300;111250;111270;109490;109520;109400;109450
110280;110280;110240;110240;113890;113890;113850;113850;111270;111300;111240;111260;109460;109490;109380;109480
110240;110240;110220;110240;113860;113900;113850;113880;111260;111290;111210;111280;109490;109520;109460;109510
110250;110260;110230;110260;113880;113970;113880;113970;111270;111280;111240;111260;109500;109550;109500;109510
110240;110240;110230;110230;113970;113970;113890;113900;111260;111280;111210;111220;109510;109540;109500;109520
110230;110240;110220;110240;113900;113910;113870;113870;111230;111240;111200;111200;109520;109550;109510;109530
110240;110240;110230;110230;113880;113940;113860;113930;111200;111210;111040;111080;109540;109550;109520;109540
110220;110230;110180;110220;113940;113950;113890;113900;111080;111140;111070;111130;109540;109550;109510;109520
110230;110240;110220;110220;113890;113960;113870;113880;111120;111120;111050;111050;109530;109540;109490;109500
110230;110260;110230;110250;113880;113920;113830;113830;111060;111090;111030;111090;109510;109520;109460;109480
110260;110260;110240;110250;113840;113860;113730;113750;111090;111160;111080;111150;109480;109480;109420;109440
110260;110260;110170;110170;113740;113820;113710;113810;111150;111370;111110;111350;109440;109450;109400;109400
110200;110220;110170;110190;113810;113850;113790;113830;111360;111430;111320;111420;109400;109400;109320;109350
110220;110220;110180;110180;113830;113850;113790;113830;111420;111430;111330;111330;109350;109390;109270;109320
110200;110220;110200;110220;113840;113870;113810;113810;111330;111390;111290;111330;109330;109350;109280;109320
110190;110190;110180;110180;113820;113830;113780;113800;111310;111320;111280;111300;109310;109320;109250;109290
110180;110200;110180;110200;113800;113810;113730;113750;111290;111350;111290;111330;109290;109310;109230;109250
110200;110200;110170;110180;113760;113790;113730;113770;111340;111370;111290;111290;109240;109350;109240;109320
110200;110200;110170;110170;113750;113800;113740;113740;111290;111290;111180;111230;109340;109380;109320;109350
110180;110210;110180;110210;113740;113740;113650;113660;111210;111300;111200;111300;109350;109350;109300;109330
110230;110230;110180;110180;113660;113660;113560;113620;111300;111400;111290;111360;109340;109380;109330;109370
110180;110180;110180;110180;113610;113680;113570;113670;111360;111370;111260;111260;109360;109450;109350;109450
110190;110190;110140;110140;113680;113820;113660;113810;111260;111280;111160;111160;109450;109500;109450;109490
110140;110160;110120;110120;113800;113830;113750;113790;111160;111160;111080;111110;109490;109510;109440;109470
110140;110150;110120;110120;113780;113790;113630;113690;111100;111130;111080;111130;109480;109520;109470;109500
110140;110140;110110;110130;113700;113740;113690;113720;111130;111200;111110;111150;109490;109550;109470;109510
110150;110150;110120;110130;113720;113780;113690;113770;111140;111150;111100;111110;109510;109570;109490;109520
110130;110150;110130;110140;113790;113790;113700;113720;111110;111110;111050;111080;109530;109530;109480;109510
110140;110150;110130;110150;113700;113720;113680;113710;111090;111180;111070;111160;109500;109510;109470;109490
110160;110200;110160;110180;113710;113720;113640;113640;111160;111160;111110;111110;109470;109490;109450;109480
110200;110200;110190;110200;113640;113650;113600;113620;111110;111110;111040;111080;109490;109520;109480;109510
110200;110200;110180;110180;113610;113640;113530;113560;111080;111090;111020;111030;109500;109550;109470;109480
110180;110180;110170;110170;113570;113610;113530;113590;111020;111110;111020;111100;109490;109490;109450;109490
110180;110180;110150;110150;113600;113650;113590;113620;111090;111110;111030;111060;109490;109530;109490;109530
110150;110160;110150;110160;113610;113630;113500;113610;111050;111050;110960;110980;109520;109530;109500;109520
110140;110140;110140;110140;113610;113640;113610;113620;110970;111010;110950;111010;109530;109570;109530;109540
110130;110140;110100;110100;113620;113670;113580;113640;111010;111020;110950;111000;109540;109580;109510;109570
110130;110130;110100;110100;113640;113660;113620;113660;111000;111000;110950;110960;109570;109580;109530;109560
110100;110100;110100;110100;113660;113720;113650;113710;110960;110980;110950;110970;109560;109560;109520;109530
110090;110090;110020;110040;113720;113730;113650;113660;110950;111020;110910;111010;109530;109530;109500;109500
110060;110080;110050;110080;113650;113700;113640;113670;111000;111060;110960;111010;109500;109510;109490;109490
110060;110160;110060;110120;113650;113720;113650;113700;111000;111100;110990;111060;109490;109500;109460;109500
110150;110150;110100;110150;113690;113770;113690;113770;111060;111060;111000;111030;109490;109490;109450;109460
110110;110130;110060;110060;113750;113770;113700;113730;110990;111090;110980;111090;109470;109470;109410;109450
110060;110090;110060;110090;113700;113710;113570;113570;111090;111110;110990;111000;109440;109440;109380;109380
110110;110110;110080;110080;113600;113720;113600;113680;111000;111060;111000;111060;109380;109410;109380;109400
110080;110080;110070;110070;113680;113700;113620;113620;111050;111110;111030;111060;109400;109400;109320;109360
110110;110110;110080;110080;113640;113670;113620;113670;111060;111070;110990;111030;109360;109430;109360;109420
110120;110130;110120;110130;113660;113660;113600;113640;111050;111080;111010;111070;109410;109470;109410;109450
110170;110180;110130;110170;113640;113640;113560;113600;111070;111070;111020;111030;109440;109470;109420;109420
110170;110170;110140;110140;113590;113650;113560;113580;111030;111030;110980;111000;109430;109440;109410;109430
110180;110190;110140;110170;113580;113590;113440;113440;111010;111040;110970;111040;109420;109460;109410;109450
110160;110160;110140;110160;113440;113480;113410;113420;111030;111050;110980;111040;109460;109520;109450;109500
110170;110180;110170;110180;113410;113420;113310;113350;111050;111050;110970;110970;109500;109500;109470;109480
110150;110150;110130;110130;113350;113360;113280;113360;110960;111020;110910;110920;109480;109510;109480;109500
110130;110140;110110;110140;113350;113390;113330;113350;110920;110940;110860;110870;109480;109480;109430;109480
110140;110190;110120;110160;113350;113420;113350;113410;110870;110910;110850;110890;109480;109480;109420;109420
110170;110220;110170;110180;113410;113450;113400;113420;110890;110950;110850;110940;109420;109440;109400;109440
110190;110200;110190;110190;113420;113450;113400;113440;110930;110980;110880;110960;109450;109500;109440;109490
110200;110250;110200;110240;113430;113430;113330;113360;110960;110970;110880;110900;109500;109560;109500;109540
110210;110250;110190;110250;113370;113430;113300;113420;110890;110900;110800;110820;109550;109550;109480;109510
110250;110250;110250;110250;113420;113470;113380;113400;110810;110820;110760;110780;109510;109510;109460;109490
110240;110240;110240;110240;113400;113400;113340;113400;110770;110780;110700;110700;109500;109500;109430;109460
110250;110280;110240;110270;113400;113400;113320;113350;110700;110730;110640;110710;109460;109460;109430;109460
110250;110290;110250;110250;113330;113400;113330;113360;110700;110790;110700;110780;109450;109480;109430;109480
110280;110280;110280;110280;113380;113380;113330;113340;110770;110790;110740;110770;109490;109530;109480;109510
110270;110290;110270;110290;113350;113420;113320;113370;110760;110760;110690;110750;109510;109550;109490;109550
110270;110300;110270;110270;113370;113370;113330;113340;110750;110800;110720;110790;109560;109560;109480;109500
110260;110260;110250;110250;113330;113360;113290;113360;110790;110900;110790;110890;109520;109560;109510;109530
110250;110280;110230;110230;113350;113400;113340;113400;110890;111000;110890;110970;109530;109640;109530;109580
110240;110240;110240;110240;113410;113450;113400;113410;110970;110980;110910;110950;109580;109630;109550;109600
110270;110290;110260;110260;113410;113430;113390;113430;110940;110950;110820;110850;109620;109780;109620;109750
110300;110320;110300;110300;113440;113510;113440;113500;110850;110850;110720;110760;109730;109740;109650;109650
110300;110320;110270;110270;113500;113550;113490;113510;110740;110760;110690;110740;109660;109670;109600;109600
110300;110350;110300;110350;113510;113540;113470;113490;110740;110750;110690;110750;109600;109660;109600;109660
110350;110350;110310;110310;113500;113510;113470;113480;110740;110740;110650;110670;109650;109660;109620;109620
110310;110350;110310;110330;113480;113490;113430;113460;110660;110670;110610;110630;109620;109650;109570;109590
110340;110340;110340;110340;113460;113500;113450;113500;110630;110720;110610;110680;109580;109640;109560;109590
110340;110340;110340;110340;113500;113580;113500;113540;110690;110700;110550;110570;109590;109600;109520;109530
110350;110350;110330;110350;113540;113590;113540;113550;110570;110610;110520;110540;109520;109550;109490;109540
110350;110350;110350;110350;113550;113560;113510;113520;110550;110590;110510;110540;109540;109560;109490;109530
110350;110350;110330;110330;113520;113520;113460;113460;110530;110730;110520;110720;109530;109530;109390;109460
110340;110340;110320;110320;113460;113460;113390;113460;110710;110740;110640;110640;109470;109480;109440;109460
110330;110350;110320;110330;113460;113500;113440;113470;110650;110690;110640;110670;109440;109450;109400;109400
110360;110360;110360;110360;113480;113480;113390;113420;110670;110680;110620;110650;109400;109410;109380;109400
110360;110360;110350;110350;113430;113450;113410;113430;110660;110700;110620;110680;109390;109440;109360;109440
110330;110330;110330;110330;113430;113430;113340;113350;110670;110680;110610;110640;109440;109480;109430;109430
110360;110360;110360;110360;113370;113390;113350;113370;110630;110700;110630;110660;109450;109490;109430;109460
110360;110370;110340;110340;113360;113400;113350;113400;110650;110660;110500;110510;109450;109480;109410;109420
110370;110370;110370;110370;113410;113430;113390;113430;110510;110630;110480;110590;109430;109480;109420;109460
110370;110400;110360;110400;113430;113440;113330;113370;110610;110700;110580;110670;109470;109510;109470;109510
110370;110370;110370;110370;113360;113400;113350;113380;110670;110670;110500;110540;109500;109500;109400;109410
110390;110390;110390;110390;113400;113430;113390;113390;110540;110550;110500;110520;109400;109460;109400;109460
110390;110390;110390;110390;113410;113500;113410;113480;110520;110560;110470;110530;109450;109460;109420;109420
110370;110390;110370;110390;113490;113490;113440;113470;110520;110540;110480;110500;109420;109430;109400;109410
110390;110410;110390;110400;113480;113500;113460;113470;110500;110510;110330;110390;109410;109420;109380;109390
110370;110370;110370;110370;113480;113500;113470;113470;110380;110430;110310;110420;109390;109430;109370;109430
110370;110370;110370;110370;113480;113500;113460;113460;110410;110460;110340;110350;109420;109460;109410;109450
